Serial No,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
5347,423553,Marol Sakinaka,Mumbai,Polka Pop,120,2.9,80,Beverages,Marol Sakinaka,57
5348,423689,Asif Nagar,Hyderabad,Falak Restaurant And Banquet Hall,250,2.9,80,"Biryani,Chinese,Mughlai",Asif Nagar,49
5349,423727,Jayanagar,Bangalore,Mimi Takeout By Taiki,850,4.4,20,"Chinese,Asian,Thai",Jayanagar,63
5350,423814,Majestic,Bangalore,Hotel Annapoorna,450,4.5,100,"Biryani,Andhra",Majestic,38
5351,423944,Central Kolkata,Kolkata,Sharma Milk,200,2.9,80,Chinese,Central Kolkata,45
5352,424024,Salt Lake,Kolkata,London Dairy,300,2.9,80,Ice Cream,Salt Lake,73
5353,424029,Viman Nagar,Pune,The Burger Story,200,2.9,80,"Snacks,Fast Food,Beverages",Viman Nagar,77
5354,424132,Alipore,Kolkata,Just For Foodies,300,4.5,20,"South Indian,Fast Food",Alipore,90
5355,424158,Cunningham Road,Bangalore,Trippy Goat Cafe & Wine,1500,2.9,80,"Beverages,Continental,Italian",Cunningham Road,51
5356,424203,Ruby Area,Kolkata,Aamaze Dhaba,200,2.9,80,"Indian,Chinese",Ruby Area,87
5357,424255,Marol Sakinaka,Mumbai,Saki Darbar,300,2.9,80,"Indian,Mughlai,Tandoor,Chinese",Marol Sakinaka,55
5358,424271,Kurla,Mumbai,Kohlis Kitchen,300,2.9,80,"Chinese,Indian,Tandoor",Kurla,41
5359,424336,Lake Town,Kolkata,Patta Dona,200,2.9,80,Indian  Continental  Beverages  Fast Food,Lake Town,86
5360,424361,Majestic,Bangalore,Udupi Sri Krishna Bhavan,200,2.9,80,South Indian,Majestic,39
5361,424420,Annanagar,Chennai,Narsuvai Biryani,275,2.9,80,Biryani,Annanagar,76
5362,424423,Nsp,Delhi,Bansal Sweet Shop,300,4.4,50,"Sweets,Snacks",Nsp,46
5363,424467,Mota Varachha,Surat,Pandeyji Restaurant,200,2.9,80,Indian,Mota Varachha,60
5364,424558,Basavanagudi,Bangalore,La Pino'Z Pizza,220,3.9,100,Pizzas,Basavanagudi,51
5365,424616,Malleshwaram,Bangalore,Sea Spice Multicuisine Restaurant,400,2.9,80,"Seafood,Chinese,Biryani",Malleshwaram,59
5366,424618,Jadavpur,Kolkata,The Nightingale,250,2.9,80,Chinese,Jadavpur,91
5367,424624,Kurla,Mumbai,Shalimar Juicy,200,2.9,80,"Indian,Beverages,Snacks,Desserts,Pizzas",Kurla,38
5368,424634,Navrangpura,Ahmedabad,Parosa,600,2.9,80,"Continental,Italian,Chinese,North Indian,Beverages",Navrangpura,46
5369,424641,Kothrud,Pune,Out Of The Oven,200,2.9,80,Bakery,Kothrud,66
5370,424643,Malleshwaram,Bangalore,Fishs Of The Day,400,2.9,80,Seafood,Malleshwaram,67
5371,424731,Indiranagar,Bangalore,Mahesh Lunch Home,1000,4.1,50,"Indian,Seafood,Oriental",Indiranagar,62
5372,424758,South Kolkata,Kolkata,English Bazar Express,250,2.9,80,"Chinese,Thai",South Kolkata,75
5373,424819,Baner,Pune,Wok 'Ur' World,900,2.9,80,"Asian,Chinese,Seafood,Continental",Baner,77
5374,424874,Himayath Nagar,Hyderabad,Star Santosh Dhaba,300,3.4,20,"North Indian,Biryani,Chinese,Indian,Tandoor",Himayath Nagar,32
5375,424944,Perambur,Chennai,Thoothukudi Poricha Parotta,150,4.2,20,Indian,Perambur,68
5376,425001,Lake Town,Kolkata,Mastea,300,4.3,20,"Continental,Chinese,Italian",Lake Town,78
5377,425060,Kurla,Mumbai,Afghan Darbar Chinese Corner,240,2.9,80,"Chinese,Biryani",Kurla,45
5378,425098,Jodhpur Park,Kolkata,Red Pitcher,300,4.4,20,"Italian,Continental,Desserts,Pizzas,American,Mexican",Lake Gardens,84
5379,425161,Chandkheda,Ahmedabad,Rolls And Rolls And More,300,2.9,80,"Chinese,Snacks",Chandkheda,77
5380,425283,Dhankawadi,Pune,The Chinese Window,300,2.9,80,Chinese,Dhankawadi,77
5381,425288,Egmore,Chennai,Quarter Biryani,300,3.8,20,"Biryani,Combo,Chinese",Egmore,47
5382,425544,Laldarwaja,Ahmedabad,Recharge For Hunger,200,2.9,80,Continental,Laldarwaja,40
5383,425588,T Nagar,Chennai,1By2,250,4.9,20,"Beverages,Snacks",T Nagar,79
5384,425708,Indiranagar,Bangalore,Wraps Rolls & Bowls,250,4.3,20,"North Indian,Chinese,Fast Food,Desserts",Indiranagar,62
5385,425752,Salt Lake,Kolkata,Loafers Cafe,200,2.9,80,"Desserts,Bakery,Italian,Pizzas,Pastas",Salt Lake,60
5386,425780,Ruby Area,Kolkata,Ad Food Corner,150,2.9,80,Chinese,Ruby Area,82
5387,425785,Vastral,Ahmedabad,The Lio' Pizza,500,4.3,20,"Pizzas,Italian",Vastral,75
5388,425795,Sinhgad Road,Pune,Ars Arebian Shawarma,200,2.9,80,"Arabian,Fast Food,Beverages",Sinhgad Road,71
5389,425800,Powai,Mumbai,Spicy Tadka,300,4.3,50,Chinese  North Indian  Biryani  Sweets,Powai,52
5390,425918,Salt Lake,Kolkata,Dipas Kitchen,200,3.8,20,"North Indian,Chinese,Snacks",Salt Lake,77
5391,425927,Mantri Sqare Mall,Bangalore,Barbecue By Punjab Grill,900,2.9,80,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Mantri Sqare Mall,61
5392,425950,Indiranagar,Bangalore,Bheemavarma'S Biryani,600,4.2,50,"Biryani,Andhra,Chettinad,South Indian,Hyderabadi,Kebabs,Combo",Indiranagar,59
5393,425956,Maninagar,Ahmedabad,Ronak Omlet,200,3.8,20,"Continental,Snacks",Maninagar,35
5394,425974,Ra Puram,Chennai,Shri Ganesh Bhavan,250,4.6,20,South Indian,Mylapore,68
5395,425995,Ghatkopar Vikhroli,Mumbai,Vadilal Ice Cream,200,4.6,50,Ice Cream,Ghatkopar Vikhroli,43
5396,426000,Swargate,Pune,Top N Town,100,2.9,80,"Ice Cream,Desserts",Swargate,44
5397,426014,Navrangpura,Ahmedabad,Frankies And Fries,300,2.9,80,"Fast Food,Continental",Navrangpura,46
5398,426022,Warje,Pune,Bkc Desi Hut,400,2.9,80,"Biryani,North Indian,Chinese,Beverages",Warje,76
5399,426072,Pitampura,Delhi,The Yellow Bowl,200,4.4,20,"Chinese,Italian",Nsp,48
5400,426106,Perambur,Chennai,Mr.Burger,280,2.9,80,"Pizzas,Pastas,Indian",Perambur,59
5401,426166,Matunga East,Mumbai,Myfroyoland,400,4.7,20,Desserts  Ice Cream,Matunga Wadala,53
5402,426223,Alipore,Kolkata,Taza Home Made Food,299,2.9,80,Chinese,Alipore,76
5403,426232,Athwa,Surat,Rangila Vadapav And Fast Food,150,3.9,20,"Fast Food,Pizzas,Pastas,Snacks",Athwa,40
5404,426282,Kurla,Mumbai,Delicious Chinese,250,2.9,80,"North Indian,Chinese",Kurla,34
5405,426357,Marol Sakinaka,Mumbai,Food Trotters,350,2.9,80,"American,Continental,Italian,Fast Food",Marol Sakinaka,60
5406,426393,Indiranagar,Bangalore,Sree Venkateshwara Foods,500,3.8,50,"Hyderabadi,Andhra,Continental",Indiranagar,51
5407,426449,Jadavpur,Kolkata,La Cantonese,400,2.9,80,"Chinese,Desserts",Jadavpur,96
5408,426476,Manohar Pukur Road,Kolkata,Flavourable,300,2.9,80,"Chinese,North Indian,Beverages",Manohar Pukur Road,70
5409,426507,Annanagar,Chennai,Mahtab,900,2.9,80,"North Indian,Desserts",Annanagar,72
5410,426627,Chembur,Mumbai,Artinci - Indulge Guilt Free!,250,4.5,20,Healthy Food  Keto  Desserts  Ice Cream  Beverages  Snacks  Bakery,Chembur,47
5411,426660,Chembur,Mumbai,Chaaps & More,300,4,50,"Indian,Punjabi,Tandoor",Chembur,51
5412,426682,Circus Avenue,Kolkata,Uno Pizzeria & Grill,400,4.2,100,"Italian,Pizzas,Pastas,Mexican,American",Central Kolkata,62
5413,426730,Central Bangalore,Bangalore,Theobroma,500,4.5,500,"Desserts,Bakery,Beverages",Central Bangalore,33
5414,426763,Ruby Area,Kolkata,Kimchi,300,4,50,Chinese,Ruby Area,77
5415,426799,Jadavpur,Kolkata,Ttoniq,300,2.9,80,"Beverages,Snacks",Jadavpur,93
5416,426818,Sion,Mumbai,New Neelam Restaurant And Bar,196,2.9,80,Chinese  Indian,Matunga Wadala,48
5417,426820,Vishrantwadi,Pune,R.K. Chinese,200,2.9,80,Chinese,Vishrantwadi,63
5418,426891,Shivaji Nagar,Pune,The Golden Samosa,100,2.9,80,Snacks,Shivaji Nagar,36
5419,426915,Andheri East,Mumbai,Delhi King,355,2.9,80,"Fast Food,Pizzas,Snacks",Andheri East,54
5420,426940,Burrabazar,Kolkata,Mahal Restaurant,200,2.9,80,"Bengali,Indian",Burrabazar,41
5421,426951,Kankurgachi,Kolkata,Bella Ciao,250,2.9,80,South Indian  Indian  Chinese  Combo,Kankurgachi Road,50
5422,427119,Madhavaram - Manali,Chennai,Madurai Pandiyan Hotel,200,2.9,80,Indian,Perumbur,65
5423,427121,Himayath Nagar,Hyderabad,Panda Momos,250,2.9,80,Chinese,Himayath Nagar,39
5424,427216,Shivaji Nagar,Pune,Bol Baby Bowl,300,2.9,80,"Continental,Indian",Shivaji Nagar,46
5425,427280,Chembur,Mumbai,Get In My Belly,500,5,20,Indian,Chembur,58
5426,427282,Chembur,Mumbai,The Asian Pavilion,200,5,20,Asian  Chinese,Chembur,64
5427,427290,Chembur,Mumbai,Sugar Nest,300,2.9,80,Desserts  Bakery,Chembur,64
5428,427308,Central Bangalore,Bangalore,The Bangalore Kitchen,300,2.9,80,"Biryani,Fast Food,Barbecue",Central Bangalore,46
5429,427365,Camp,Pune,Amalgam - Fusion Food,500,2.9,80,"Continental,Italian,Bakery,Pan-Asian,Oriental",Camp,47
5430,427395,Indiranagar,Bangalore,Coastal Home Food,249,2.9,80,"Indian,Seafood",Indiranagar,65
5431,427422,Central Bengalore,Bangalore,Zed The Baker,500,4,20,"Italian,Pizzas,Pastas,Indian",Museum Road,34
5432,427471,Padmarao Nagar,Hyderabad,Oh My Shawarma,300,4.3,20,Indian,Padmaraonagar,55
5433,427506,Perambur,Chennai,Chatar Patar,300,2.9,80,"Fast Food,Street Food",Perambur,71
5434,427515,Aundh,Pune,Taco Bell,300,3.9,100,Mexican,Westend Mall,79
5435,427522,Adajan,Surat,Kook Doo Cook,300,3.9,100,Fast Food,Adajan,55
5436,427572,Rohini,Delhi,The Golden Yolk,200,2.9,80,"Indian,Snacks",Rohini,51
5437,427645,Kothrud,Pune,Between The Buns,300,2.9,80,Fast Food,Kothrud,67
5438,427662,Kothapet & Dilsukhnagar,Hyderabad,Madhouse Pizzas And Thichshakes,300,2.9,80,"Beverages,Juices,Salads",Kothapet & Dilsukhnagar,52
5439,427724,Piplod,Surat,Dreamery By Getawhey,250,2.9,80,Desserts,Piplod,61
5440,427778,Bibwewadi,Pune,Pune Adda,200,4.6,20,"North Indian,Chinese,Biryani,Desserts,Punjabi,Mangalorean,Seafood,Mughlai,Thai,Indian",Bibwewadi,62
5441,427804,Chembur,Mumbai,Mumbai Zaika,500,2.9,80,Chinese  North Indian  Tandoor  Biryani  Beverages  Desserts,Chembur,51
5442,427807,Kurla,Mumbai,Welcome Fastfood And Juice Center,150,2.9,80,"Beverages,Fast Food,Juices,Pizzas",Kurla,34
5443,427945,Egmore,Chennai,Ra3,300,2.9,80,"Indian,Chinese,Combo",Egmore,49
5444,428047,Egmore,Chennai,Roll'D Eats,300,2.9,80,Fast Food,Egmore,46
5445,428076,Swargate,Pune,Kwality Walls Frozen Dessert And Ice Cream Shop,300,2.9,80,Ice Cream,Swargate,37
5446,428100,Narayan Peth,Pune,Havmor Ice Cream,200,2.9,80,"Ice Cream,Desserts,Bakery",Swargate,33
5447,428117,Frazer Town,Bangalore,Saapaad,400,2.9,80,"South Indian,Biryani,Beverages",Frazer Town,54
5448,428123,Salt Lake,Kolkata,The Big Wrap,200,2.9,80,Fast Food,Salt Lake,81
5449,428125,Dumdum,Kolkata,Suswadu,300,2.9,80,Indian  Chinese,Dumdum,69
5450,428149,George Town,Chennai,Anna Viruksham,180,2.9,80,"South Indian,Biryani,Combo,Thalis,Tandoor,Ice Cream,Juices,Beverages",George Town,47
5451,428154,Shivaji Nagar,Pune,Noto - Healthy Ice Cream,250,2.9,80,Ice Cream,Shivaji Nagar,44
5452,428183,Wanowrie,Pune,Ottoman Eats,300,4.1,100,"Lebanese,Kebabs,Fast Food,Beverages",Wanowrie,70
5453,428208,Jadavpur,Kolkata,Go 69 Pizza,250,2.9,80,Pizzas,Jadavpur,86
5454,428225,Powai,Mumbai,Waffleland,300,2.9,80,Desserts  Snacks,Powai,51
5455,428247,Hyderabad,Hyderabad,Saapaatu,250,2.9,80,"South Indian,Indian",Himayath Nagar,34
5456,428272,Saki Vihar Road,Mumbai,That Pizza Place,500,4.3,50,"Pizzas,Italian,Fast Food,Desserts,Continental,Mediterranean,American,Mexican,Indian,Combo,Beverages,Bakery,French,Sweets,European,Lebanese,Snacks",Opposite Lighthouse Building,53
5457,428351,Salt Lake,Kolkata,Ocean Grill,300,2.9,80,North Indian  Chinese  Italian  Continental,Salt Lake,82
5458,428356,Salt Lake,Kolkata,25 Main Street Cafe,300,2.9,80,Indian,Salt Lake,76
5459,428499,Indiranagar,Bangalore,Subbudus The Snackstop ( Eswaris Homemade Snacks ),150,4.8,20,"Sweets,Snacks,Indian",Indiranagar,53
5460,428704,Kothapet & Dilsukhnagar,Hyderabad,As Bakers,1400,2.9,80,"Bakery,Desserts",Kothapet & Dilsukhnagar,69
5461,428729,Mylapore,Chennai,Giri Bhavan,200,2.9,80,South Indian,Mylapore,64
5462,428760,T Nagar,Chennai,Wings Factory,398,3.9,20,"Chinese,Fast Food,Tandoor,Thai,African,Barbecue",T Nagar,71
5463,428862,Central Kolkata,Kolkata,Banjara,200,2.9,80,"North Indian,Tandoor,Biryani,Chinese,Desserts,Beverages",Central Kolkata,55
5464,428979,Rohini,Delhi,Dine House,500,2.9,80,"Italian,Chinese,Tandoor,North Indian",Rohini,38
5465,429004,Koramangala,Bangalore,Shehzadas Biryani,350,4.2,20,"Biryani,Hyderabadi,Andhra,North Indian,South Indian,Tandoor,Chinese,Seafood",Koramangala,66
5466,429037,Kothapet & Dilsukhnagar,Hyderabad,Shri Santosh Family Dhaba,300,3.9,500,"North Indian,Chinese,Biryani",Kothapet & Dilsukhnagar,60
5467,429087,Himayath Nagar,Hyderabad,Balaji Family Dhaba,350,3.4,50,Indian  Chinese,Himayath Nagar,46
5468,429138,Laldarwaja,Ahmedabad,A-One Bombay Biryani,200,2.9,80,"Biryani,Indian",Laldarwaja,45
5469,429200,Rohini,Delhi,Chitrakut,400,4.2,100,"Biryani,North Indian,Chinese,Thalis",Rohini,33
5470,429205,Banjara Hills,Hyderabad,Kaati Zone Rolls And Wraps,200,4.3,50,Fast Food  Beverages,Banjara Hills,66
5471,429206,Banjara Hills,Hyderabad,Burger It Up,200,4,50,"American,Continental,Beverages,Desserts,Fast Food",Banjara Hills,68
5472,429207,Banjara Hills,Hyderabad,Kouzina Kafe -The Food Court,200,4.2,50,"Bakery,Ice Cream,Desserts,Beverages,American,Fast Food",Banjara Hills,65
5473,429228,Himayath Nagar,Hyderabad,Shawarma House,200,2.9,80,"Arabian,Snacks",Himayath Nagar,33
5474,429251,Royapettah,Chennai,Madras Military Hotel,300,2.9,80,"Indian,Biryani,Combo",Royapettah,56
5475,429262,Kurla,Mumbai,Chilli Bean,300,2.9,80,Chinese,Kurla,54
5476,429282,Wanowrie,Pune,Hungry Punjabi,500,2.9,80,"Indian,Chinese",Wanowrie,86
5477,429332,Egmore,Chennai,Simbox,200,4.4,100,"Indian,Chinese",Egmore,46
5478,429384,Nallakunta & Vidyanagar,Hyderabad,Chichore Cafe,600,2.9,80,Italian  Beverages,Nallakunta & Vidyanagar,51
5479,429523,Kothrud,Pune,Bikkgane Biryani,350,4.1,100,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Kothrud,60
5480,429659,Lake Town,Kolkata,The Shiraaz,250,2.9,80,"Indian,Chinese,Kebabs",Lake Town,71
5481,429697,Paschim Vihar,Delhi,M2M Momos,200,2.9,80,North Indian,Paschim Vihar,59
5482,429719,Tarnaka  Nacharam & Malkajigiri,Hyderabad,House Of Biryani,350,2.9,80,Indian  Biryani,Tarnaka  Nacharam & Malkajigiri,72
5483,429772,Paschim Vihar,Delhi,Sam Special All Chinese Food,300,2.9,80,"Chinese,Fast Food",Paschim Vihar,57
5484,429796,Kurla,Mumbai,Modern Khichadi,350,4.9,20,Fast Food,Kurla,38
5485,429806,Nallakunta & Vidyanagar,Hyderabad,Cranky Fried Chicken,300,2.9,80,"Pizzas,Combo,Beverages",Nallakunta & Vidyanagar,42
5486,429817,Nallakunta & Vidyanagar,Hyderabad,Thin Wrap Pizza Co,400,2.9,80,Pizzas,Nallakunta & Vidyanagar,43
5487,429823,Nallakunta & Vidyanagar,Hyderabad,The Cheese Lovers,280,2.9,80,"Pizzas,Beverages,Fast Food",Nallakunta & Vidyanagar,43
5488,429844,Nallakunta & Vidyanagar,Hyderabad,Makhani Pizzeria,450,2.9,80,Pizzas,Nallakunta & Vidyanagar,40
5489,429864,Vv Puram,Bangalore,Upahara Darshini Kims Canteen,400,4.4,20,"South Indian,North Indian,Desserts,Chinese",Basavanagudi,45
5490,429935,Frazer Town,Bangalore,Voosh Thalis & Bowls,199,4.1,50,"North Indian,Home Food,Indian,Beverages,Thalis,Combo",Frazer Town,52
5491,430119,Sinhgad Road,Pune,Chaat Cafe,150,2.9,80,"Fast Food,Italian,Beverages,Juices",Pcmc,53
5492,430143,Athwa,Surat,Rd Sharma Dosa & Chinese,200,2.9,80,"North Indian,Chinese,Chaat,Sweets",Athwa,50
5493,430179,Prahlad Nagar,Ahmedabad,One Bite,250,2.9,80,"Fast Food,Snacks,Desserts,Beverages",Prahlad Nagar,52
5494,430194,Royapettah,Chennai,Smoor,300,4.7,50,"Bakery,Beverages",Royapettah,51
5495,430458,Kothrud,Pune,Oasis The Royal Biryani,500,3.6,20,"Biryani,North Indian,Beverages,Combo,Desserts",Kothrud,60
5496,430484,Rohini,Delhi,Karims Rohini,700,2.9,80,"Indian,North Indian",Rohini,45
5497,430783,Rabindrapally,Kolkata,Me & U,150,2.9,80,North Indian,Lake Town,97
5498,430796,Egmore,Chennai,Madurai Simmakkal Konar Kadai,400,4.2,20,"South Indian,Indian",Egmore,36
5499,430865,Chembur,Mumbai,Combo Nation,200,2.9,80,"Indian,Chinese,Combo",Chembur,53
5500,430886,Indiranagar,Bangalore,Hungry Panda - Deliciously Chinese,600,3.2,20,"Chinese,Asian,Thai",Indiranagar,63
5501,430913,Kurla,Mumbai,Yadav Paan Shop,100,2.9,80,Paan  Indian,Kurla,38
5502,430964,Central Kolkata,Kolkata,Pizza Hutt,200,2.9,80,"Pizzas,Fast Food",Central Kolkata,83
5503,430996,Mehdipatnam,Hyderabad,Walima Ki Dawat,700,2.9,80,"Biryani,Hyderabadi,Mughlai",Mehdipatnam,61
5504,431014,Kothapet & Dilsukhnagar,Hyderabad,Czars Pizza,400,2.9,80,"Italian,Beverages,Pizzas,Snacks",Kothapet & Dilsukhnagar,55
5505,431055,Nallakunta & Vidyanagar,Hyderabad,Momos And Pizza Hub,400,2.9,80,"Pizzas,Fast Food,Chinese",Nallakunta & Vidyanagar,44
5506,431294,Kurla,Mumbai,Pataudi Darbar,300,4,50,North Indian  Biryani  Chinese  Desserts,Kurla,52
5507,431315,Santoshnagar & Saidabad,Hyderabad,Brista Restaurant,350,3.8,100,"Biryani,North Indian,Beverages,Desserts,Chinese",Santoshnagar & Saidabad,50
5508,431485,Ruby Area,Kolkata,Foodie Folks,200,2.9,80,"Bengali,Indian,Continental,Italian,Oriental,Desserts",Ruby Area,79
5509,431506,Indiranagar,Bangalore,Giani Ice Cream,300,4.3,50,"Ice Cream,Beverages",Indiranagar,54
5510,431508,Charminar,Hyderabad,A1 Fast Food And Nahari Centre,150,2.9,80,"Indian,Biryani,Chinese",Charminar,58
5511,431576,Marol Sakinaka,Mumbai,Kitchen Of Joy,200,2.9,80,"Chinese,Tandoor,Grill",Marol Sakinaka,54
5512,431712,Vastrapur,Ahmedabad,One Fine Dine The Cloud Kitchen,280,2.9,80,"Indian,Pizzas,Fast Food",Vastrapur,52
5513,431797,Nsp,Delhi,Kocktails & Kurries,400,2.9,80,"Indian,Asian,Italian,Fast Food",Nsp,46
5514,431808,Smarpally Kestopur,Kolkata,The Crabberia,500,4.1,20,"Seafood,Chinese",Salt Lake,90
5515,431828,Tarnaka Nacharam & Malkajigiri,Hyderabad,Soul Kitchen,500,4.1,50,Chinese,Tarnaka Nacharam & Malkajigiri,71
5516,431901,Rohini,Delhi,Just 99,200,2.9,80,"Indian,Combo,Thalis",Rohini,38
5517,431946,Ghatkopar Vikhroli,Mumbai,Cakes By Chocolate Heaven,200,2.9,80,"Desserts,Bakery",Ghatkopar Vikhroli,50
5518,431976,Central Kolkata,Kolkata,Cocoa Bakery,500,4.2,20,"Bakery,Desserts,Continental,Italian",Central Kolkata,55
5519,431977,Nallakunta & Vidyanagar,Hyderabad,Dads Kitchen,400,2.9,80,Chinese,Nallakunta & Vidyanagar,40
5520,431996,Scruz Bandra East,Mumbai,Cafe Kokomo,400,5,50,"Beverages,Snacks,Desserts,Bakery",Scruz Bandra East,46
5521,432001,Kondhwa,Pune,Cafe Pune,150,2.9,80,Desserts,Kondhwa,76
5522,432009,Somajiguda & Khairtabad,Hyderabad,Baker'S Valley Cake House,250,2.9,80,"Pizzas,Fast Food",Somajiguda & Khairtabad,46
5523,432027,Kalyani Nagar,Pune,Southin Cafe,200,2.9,80,"Fast Food,Snacks,Thalis,Beverages",Kalyani Nagar,63
5524,432030,Dumdum,Kolkata,Masala 21,300,4.2,20,Indian,Dumdum,66
5525,432088,Chembur,Mumbai,The Sugar Free Keto Kafe - By Artinci,250,4.5,20,"Healthy Food,Keto,Beverages,Snacks,Ice Cream",Chembur,52
5526,432101,Piplod,Surat,Pizza Pedlar,200,2.9,80,"Pizzas,Italian",Piplod,71
5527,432127,Adajan,Surat,Urban Royal Restaurant,300,2.9,80,"Thalis,North Indian,Biryani,Punjabi",Adajan,65
5528,432131,Marol Sakinaka,Mumbai,Protein Chef Cafe- Sakinaka,500,4.2,50,"Healthy Food,Beverages,Fast Food",Marol Sakinaka,45
5529,432145,Adajan,Surat,Egg Magic,300,2.9,80,Fast Food,Adajan,53
5530,432202,Central Bangalore,Bangalore,Punjabi Momos,300,2.9,80,"Chinese,Fast Food,Snacks,Desserts,Beverages,Asian,Tibetan",Central Bangalore,46
5531,432270,Kothrud,Pune,Shawarma Culture,200,2.9,80,Indian,Kothrud,62
5532,432286,Banjara Hills,Hyderabad,Diamond Bakery,350,2.9,80,Pizzas  Bakery,Banjara Hills,34
5533,432310,Maninagar,Ahmedabad,Fire On Wheels,400,4.2,20,"North Indian,Biryani,Tandoor,Beverages",Maninagar,38
5534,432334,Vastrapur,Ahmedabad,Chula Matka Biryani Kitchen,400,2.9,80,Biryani,Vastrapur,59
5535,432372,Central Bangalore,Bangalore,Punjabi Bowl,300,4.2,20,"Home Food,North Indian,Beverages,Indian,Combo,Chinese,Thalis",Central Bangalore,45
5536,432396,Rohini,Delhi,Bansiwala,300,4.2,50,"North Indian,Snacks,Chinese,Bakery",Rohini,30
5537,432408,Mylapore,Chennai,Abbu-Bhais - Kebabs Shawarmas & Grills,400,3.8,20,Arabian,Mylapore,76
5538,432423,Camp,Pune,Artinci - Indulge Guilt Free!,250,4.7,20,"Healthy Food,Keto,Desserts,Ice Cream,Snacks,Beverages,Bakery",Camp,30
5539,432496,Rohini,Delhi,Biryani Badshah,350,4.4,50,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34
5540,432536,R.T. Nagar,Bangalore,Raidan,400,3.9,100,"Arabian,Chinese,Fast Food,Beverages,Mughlai",R.T. Nagar,57
5541,432552,Sion,Mumbai,Bombay Burgers,300,2.9,80,"American,Snacks",Matunga Wadala,47
5542,432557,Rohini,Delhi,Bikkgane Biryani,350,4.4,100,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34
5543,432564,Central Bangalore,Bangalore,The Chaap Factory,300,4.2,20,"Thalis,Combo,North Indian,Pizzas,Beverages",Central Bangalore,46
5544,432565,Jayanagar,Bangalore,Meghduth Biryanis,400,4.2,100,"Andhra,Biryani,South Indian",Jayanagar,46
5545,432570,Chembur,Mumbai,Kake Da Hotel,500,4.1,20,North Indian  Chinese  Tandoor,Chembur,49
5546,432603,Malleshwaram,Bangalore,Grill Biriyanis,300,3.5,50,"Biryani,Andhra,Tandoor,Grill",Srirampura,59
5547,432761,Scruz Bandra East,Mumbai,Quality Fast Foods,300,2.9,80,"Chinese,Fast Food",Scruz Bandra East,39
5548,432780,Rohini,Delhi,Paratha Box - 2X Filling,250,4.4,20,"North Indian,Punjabi,Indian,Home Food,Combo,Beverages",Sector 7,40
5549,432799,Santacruz,Mumbai,Paratha Box - 2X Filling,250,4.5,50,North Indian  Punjabi  Indian  Home Food  Combo  Beverages,Scruz Bandra East,42
5550,432852,Kothrud,Pune,Feast India Co.,1000,2.9,80,"Indian,Oriental",Kothrud,53
5551,432859,Perambur,Chennai,Donut Hut,200,2.9,80,"Indian,Snacks,Fast Food,Combo,Chinese,Seafood,Coastal,Desserts",Perambur,53
5552,432877,Matunga Wadala,Mumbai,The Sichuan Dragon,200,2.9,80,Indian  Chinese  Ice Cream,Matunga Wadala,54
5553,432993,Arumbakkam,Chennai,Jai Food Zone,110,2.9,80,"Chaat,Ice Cream,Snacks,Beverages",Arumbakkam,70
5554,433058,Powai Area,Mumbai,Nino Burgers,700,4.5,50,"American,Snacks",Marol Sakinaka,54
5555,433062,Kharkhana & Trimulgherry,Hyderabad,Balaji Tiffins,150,4.1,20,South Indian,Kharkhana & Trimulgherry,71
5556,433083,Navrangpura,Ahmedabad,Punjab Paratha Hub,300,2.9,80,North Indian,Navrangpura,38
5557,433120,Marol Sakinaka,Mumbai,Francesco'S Pizzeria,1000,4.6,50,Pizzas  Italian  Pastas  Salads,Marol Sakinaka,50
5558,433172,Rohini,Delhi,Filhall The Best Multi Cuisine Kitchen,200,2.9,80,"Indian,Chinese,Continental",Rohini,48
5559,433181,Kurla,Mumbai,Nityanand Family Restaurant Manglorian Style,300,2.9,80,"Indian,Chinese,Seafood",Kurla,43
5560,433182,Wanowrie,Pune,Pizzatto'S,300,2.9,80,Pizzas,Wanowrie,66
5561,433208,South Kolkata,Kolkata,Jessore Local,300,2.9,80,Bengali,South Kolkata,70
5562,433219,South Kolkata,Kolkata,Punjabi Paltan,300,2.9,80,North Indian,South Kolkata,70
5563,433263,Alipore,Kolkata,Priya Tiffin Center,30,2.9,80,Snacks  Indian,Alipore,79
5564,433293,Camp,Pune,The Sugar Free Keto Kafe - By Artinci,250,4.4,20,"Healthy Food,Keto,Beverages,Ice Cream,Desserts,Bakery",Camp,30
5565,433300,Adajan,Surat,Quicker By Wok On Fire,400,4.4,100,"Chinese,Thai,Asian",Adajan,49
5566,433523,Salt Lake,Kolkata,Delicacy,300,4.4,100,"North Indian,Chinese,Tandoor",Salt Lake,70
5567,433557,Matunga Wadala,Mumbai,Simran Punjabi Food,250,2.9,80,Punjabi,Matunga Wadala,56
5568,433587,Paschim Vihar,Delhi,Ghee And Turmeric,500,4.1,50,"North Indian,Tandoor,Punjabi,Beverages,Desserts,Mughlai",Paschim Vihar,55
